raw_bijoy	context	source_file	question_number	correct_bengali
`	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
yBwU	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
iLvi	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
mgxKiY	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
,	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
a	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
I	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
b	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
mU	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
h_v	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
-	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
hw	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
` 	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
GKB	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
 nq, 	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
ev	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
, 	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
I	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
| 	†iLvØq hw` GKB nq, Z‡e 32a=2−3b=89  n‡e ev, a=2716  I b=−34  n‡e| 	M1 MCQ 2.mhtml	12	
I	†h‡nZz †iLvØq wfbœ, †m‡nZz a≠2716  I   b ≠ −34  n‡Z n‡e 	M1 MCQ 2.mhtml	12	
Ges	 x+y−1=0, x−y=0  Ges y=0  †iLvÎq Øviv MwVZ wÎfz‡Ri †KvY wZbwU n‡e-	M1 MCQ 2.mhtml	13	
wZbwU	∴  wÎfz‡Ri wZbwU †KvY h_vµ‡g 45∘,45∘  Ges 90∘ 	M1 MCQ 2.mhtml	13	
KvY	∴  wÎfz‡Ri wZbwU †KvY h_vµ‡g 45∘,45∘  Ges 90∘ 	M1 MCQ 2.mhtml	13	
h_v	∴  wÎfz‡Ri wZbwU †KvY h_vµ‡g 45∘,45∘  Ges 90∘ 	M1 MCQ 2.mhtml	13	
 Ges 	∴  wÎfz‡Ri wZbwU †KvY h_vµ‡g 45∘,45∘  Ges 90∘ 	M1 MCQ 2.mhtml	13	
Gi 	 ∆ ABC   Gi      D (3,2) , E(5,9), F (11,3)  h_vµ‡g BC,AC  I AB  Gi ga¨we›`y n‡j, A  Gi ¯’vbv¼ †Kvbw	M1 MCQ 2.mhtml	15	
 I 	 ∆ ABC   Gi      D (3,2) , E(5,9), F (11,3)  h_vµ‡g BC,AC  I AB  Gi ga¨we›`y n‡j, A  Gi ¯’vbv¼ †Kvbw	M1 MCQ 2.mhtml	15	
GKwU	AFDE  GKwU mvgvšÍwiK e‡j,	M1 MCQ 2.mhtml	15	
,	AFDE  GKwU mvgvšÍwiK e‡j,	M1 MCQ 2.mhtml	15	
 I 	6x+8y=5  I 3x+4y=3  †iLvØ‡qi ga¨eZ©x ¯’‚j‡Kv‡Yi mgwØLÛ‡Ki mgxKiY †KvbwU?	M1 MCQ 2.mhtml	16	
KvbwUB	†KvbwUB bq	M1 MCQ 2.mhtml	16	
bq	†KvbwUB bq	M1 MCQ 2.mhtml	16	
 Ges 	63=84=2,  †iLvØq mgvšÍivj Ges ga¨eZx© †Kv‡bv ¯’‚j‡KvY †bB| 	M1 MCQ 2.mhtml	16	
bB	63=84=2,  †iLvØq mgvšÍivj Ges ga¨eZx© †Kv‡bv ¯’‚j‡KvY †bB| 	M1 MCQ 2.mhtml	16	
|	63=84=2,  †iLvØq mgvšÍivj Ges ga¨eZx© †Kv‡bv ¯’‚j‡KvY †bB| 	M1 MCQ 2.mhtml	16	
wb	  x+ysin α=4tan α  mij‡iLvwU y -A‡ÿi mgxKiY wb‡`©k Ki‡e, hLb α=? 	M1 MCQ 2.mhtml	18	
, 	  x+ysin α=4tan α  mij‡iLvwU y -A‡ÿi mgxKiY wb‡`©k Ki‡e, hLb α=? 	M1 MCQ 2.mhtml	18	
hLb	  x+ysin α=4tan α  mij‡iLvwU y -A‡ÿi mgxKiY wb‡`©k Ki‡e, hLb α=? 	M1 MCQ 2.mhtml	18	
bq	m¤¢e bq	M1 MCQ 2.mhtml	18	
, 	GLv‡b,  tan α=0  n‡j, x=0  n‡e| hv y -A‡ÿi mgxKiY wb‡`©k K‡i|	M1 MCQ 2.mhtml	18	
, 	GLv‡b,  tan α=0  n‡j, x=0  n‡e| hv y -A‡ÿi mgxKiY wb‡`©k K‡i|	M1 MCQ 2.mhtml	18	
yMvgx	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
 Ges 	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
Gi 	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
Dci	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
iLvi	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
g~jwe	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
iZ	B(−1,3)  we›`yMvgx Ges x+3y+7=0  Gi Dci j¤^ †iLvi g~jwe›`y †_‡K j¤^ `~iZ¡ KZ?	M1 MCQ 2.mhtml	19	
GKK	610   GKK	M1 MCQ 2.mhtml	19	
GKK	610  GKK	M1 MCQ 2.mhtml	19	
GKK	3510  GKK	M1 MCQ 2.mhtml	19	
GKK	6105  GKK	M1 MCQ 2.mhtml	19	
iLvi	j¤^ †iLvi mgxKiY ⇒3x−y=−6 	M1 MCQ 2.mhtml	19	
mgxKiY	j¤^ †iLvi mgxKiY ⇒3x−y=−6 	M1 MCQ 2.mhtml	19	
GKK	∴h=|−6|32+1=610  GKK	M1 MCQ 2.mhtml	19	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
 I 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
 GB 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
`	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
Kwi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
 `	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
` 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
welq	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
-	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 2.mhtml	20	
gvUvgywU	†gvUvgywU	M1 MCQ 2.mhtml	20	
Lvivc	Lvivc	M1 MCQ 2.mhtml	20	
Kwiwb	K¬vm Kwiwb	M1 MCQ 2.mhtml	20	
e	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
M	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
i	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
GKwU	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
kxl	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
 Ges GKwU K	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
Y	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
i	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
mgxKiY	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
 I 	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
 we	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
`	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
yi	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
vbv	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
wbY	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
q	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
 Ki|	ABCD  e‡M©i GKwU kxl© A(−1,2)  Ges GKwU K‡Y©i mgxKiY 3x−y+7=0  n‡j, B  I D  we›`yi ¯’vbv¼ wbY©q Ki|	M1 written 1.mhtml	1	
, 	†h‡nZz, 3×(−1)−2+7=2≠0 , ZvB GwU BD  KY©| AD  I AB  †iLv BD  Gi mv‡_ 45∘  †KvY ˆZwi K‡i| G‡`i Xvj m 	M1 written 1.mhtml	1	
, ZvB GwU 	†h‡nZz, 3×(−1)−2+7=2≠0 , ZvB GwU BD  KY©| AD  I AB  †iLv BD  Gi mv‡_ 45∘  †KvY ˆZwi K‡i| G‡`i Xvj m 	M1 written 1.mhtml	1	
 I 	†h‡nZz, 3×(−1)−2+7=2≠0 , ZvB GwU BD  KY©| AD  I AB  †iLv BD  Gi mv‡_ 45∘  †KvY ˆZwi K‡i| G‡`i Xvj m 	M1 written 1.mhtml	1	
, 	∴m=12 , −2  	M1 written 1.mhtml	1	
 Gi mgxKiY: 	∴AB  Gi mgxKiY: y−2=−2(x+1) 	M1 written 1.mhtml	1	
 Gi mgxKiY: 	AD  Gi mgxKiY: y−2=12(x+1) 	M1 written 1.mhtml	1	
 I 	∴B(−75,145)  I D(−95,85)  [(i)  I (ii)  Ges (i)  I (iii)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 I 	∴B(−75,145)  I D(−95,85)  [(i)  I (ii)  Ges (i)  I (iii)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 Ges 	∴B(−75,145)  I D(−95,85)  [(i)  I (ii)  Ges (i)  I (iii)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 I 	∴B(−75,145)  I D(−95,85)  [(i)  I (ii)  Ges (i)  I (iii)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
A_ev	A_ev,	M1 written 1.mhtml	1	
,	A_ev,	M1 written 1.mhtml	1	
 Gi mgxKiY:	AB  Gi mgxKiY: y−2=12(x+1)⇒x−2y  =−5⋯(iv) 	M1 written 1.mhtml	1	
 Gi mgxKiY:	AD  Gi mgxKiY: y−2=−2(x+1)⇒2x+y  =0⋯(v) 	M1 written 1.mhtml	1	
 I 	∴B(−95,85)  I D(−75,145)  [(i)  I (iv)  Ges (i)  I (v)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 I 	∴B(−95,85)  I D(−75,145)  [(i)  I (iv)  Ges (i)  I (v)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 Ges 	∴B(−95,85)  I D(−75,145)  [(i)  I (iv)  Ges (i)  I (v)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
 I 	∴B(−95,85)  I D(−75,145)  [(i)  I (iv)  Ges (i)  I (v)  K¨vjKz‡jU‡i mgvavb K‡i]  	M1 written 1.mhtml	1	
i	b¤^i eÈbt 	M1 written 1.mhtml	1	
, 	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
;	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
01	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
2	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
 02	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
i	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
| 	m=12 , −2 ; wbY©q Kivi Rb¨ ( 01   ×  2)=  02 b¤^i| 	M1 written 1.mhtml	1	
;	2x+y  =0 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
i	2x+y  =0 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
| 	2x+y  =0 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
;	x−2y  =−5 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
i	x−2y  =−5 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
| 	x−2y  =−5 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
ev	B(−75,145)  ev, B(−95,85) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
,	B(−75,145)  ev, B(−95,85) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
;	B(−75,145)  ev, B(−95,85) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
i	B(−75,145)  ev, B(−95,85) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
| 	B(−75,145)  ev, B(−95,85) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 written 1.mhtml	1	
ev	D(−95,85)  ev, D(−75,145) ; wbY©q Kivi Rb¨ 02 b¤^i|	M1 written 1.mhtml	1	
,	D(−95,85)  ev, D(−75,145) ; wbY©q Kivi Rb¨ 02 b¤^i|	M1 written 1.mhtml	1	
;	D(−95,85)  ev, D(−75,145) ; wbY©q Kivi Rb¨ 02 b¤^i|	M1 written 1.mhtml	1	
i	D(−95,85)  ev, D(−75,145) ; wbY©q Kivi Rb¨ 02 b¤^i|	M1 written 1.mhtml	1	
|	D(−95,85)  ev, D(−75,145) ; wbY©q Kivi Rb¨ 02 b¤^i|	M1 written 1.mhtml	1	
 Ges 	 3x−y−1=0, x+y−3=0  Ges x−7y−27=0  †iLvÎq Øviv MwVZ wÎfz‡Ri j¤^we›`yi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 2.mhtml	1	
myZivs	myZivs,  (iv), (v)⇒O(32,−32)  (Ans.)	M1 WRITTEN 2.mhtml	1	
, 	myZivs,  (iv), (v)⇒O(32,−32)  (Ans.)	M1 WRITTEN 2.mhtml	1	
(Ans.)	myZivs,  (iv), (v)⇒O(32,−32)  (Ans.)	M1 WRITTEN 2.mhtml	1	
;	(1,2),(−1,−4),(6,−3) ; wbY©q Kivi Rb¨ ( 01  ×  3)=  03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
01	(1,2),(−1,−4),(6,−3) ; wbY©q Kivi Rb¨ ( 01  ×  3)=  03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
 3	(1,2),(−1,−4),(6,−3) ; wbY©q Kivi Rb¨ ( 01  ×  3)=  03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
 03	(1,2),(−1,−4),(6,−3) ; wbY©q Kivi Rb¨ ( 01  ×  3)=  03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
;	    7x+y=9 , x−y=3 , x+3y=−3 ; ‡h‡Kvb `yBwU mgxKiY wbY©q Kivi Rb¨ ( 02  ×  2)=  04 b¤^i|  	M1 WRITTEN 2.mhtml	1	
02	    7x+y=9 , x−y=3 , x+3y=−3 ; ‡h‡Kvb `yBwU mgxKiY wbY©q Kivi Rb¨ ( 02  ×  2)=  04 b¤^i|  	M1 WRITTEN 2.mhtml	1	
 2	    7x+y=9 , x−y=3 , x+3y=−3 ; ‡h‡Kvb `yBwU mgxKiY wbY©q Kivi Rb¨ ( 02  ×  2)=  04 b¤^i|  	M1 WRITTEN 2.mhtml	1	
;	j¤^we›`yi ¯’vbv¼: (32,−32) ; wbY©q Kivi Rb¨ 03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
3	j¤^we›`yi ¯’vbv¼: (32,−32) ; wbY©q Kivi Rb¨ 03 b¤^i| 	M1 WRITTEN 2.mhtml	1	
ABCD 	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
A 	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
I	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
 B 	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
(0, 0) 	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
I	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
 (5, 8) 	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
D	ABCD e‡M©i A I B Gi ¯’vbv¼ h_vµ‡g (0, 0) I (5, 8) n‡j, D Gi ¯’vbv¼ wbY©q Ki|	M1 WRITTEN 3.mhtml	1	
iLvi Xvj,	AB  †iLvi Xvj, 	M1 WRITTEN 3.mhtml	1	
iLvi Xvj	AB  Gi j¤^ †iLvi Xvj −58 	M1 WRITTEN 3.mhtml	1	
GUv	GUv‡K `yB fv‡e †jLv hvq,  	M1 WRITTEN 3.mhtml	1	
K `yB fv	GUv‡K `yB fv‡e †jLv hvq,  	M1 WRITTEN 3.mhtml	1	
e 	GUv‡K `yB fv‡e †jLv hvq,  	M1 WRITTEN 3.mhtml	1	
jLv hvq,	GUv‡K `yB fv‡e †jLv hvq,  	M1 WRITTEN 3.mhtml	1	
Ges	 Ges 	M1 WRITTEN 3.mhtml	1	
g	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
b Kwi,	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
I	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
Ges	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
